Player,avg_PER,avg_OWS,avg_DWS,avg_WS,max_OWS,max_DWS,max_WS,NumOfSeasons
Fred VanVleet\vanvlfr01,22.8,0.0,0.0,0.1,0.0,0.0,0.1,1	
Fred Vinson\vinsofr01,-2.75,-0.15,0.0,-0.1,-0.2,0.0,-0.1,2	
Freddie Boyd\boydfr01,10.13,-0.42,0.65,0.23,1.3,0.8,2.1,6	
Freddie Crawford\crawffr01,11.48,0.4,0.84,1.2,1.4,1.3,2.7,5	
Freddie Lewis\lewisfr02,10.9,0.1,0.2,0.25,0.4,0.2,0.5,2	
Freeman Williams\willifr01,14.92,1.42,0.23,1.67,3.8,0.2,4.1,6	
Furkan Aldemir\aldemfu01,12.0,0.7,0.7,1.4,0.7,0.7,1.4,1	
Gabe Pruitt\pruitga01,7.95,-0.15,0.4,0.25,-0.2,0.6,0.4,2	
Gail Goodrich*\goodrga01,16.29,3.97,1.49,5.47,8.8,3.5,12.3,14	
Gal Mekel\mekelga01,2.95,-0.35,0.05,-0.3,-0.2,0.0,-0.2,2	
Gani Lawal\lawalga01,-9.1,0.0,0.0,0.0,0.0,0.0,0.0,1	
Gar Heard\heardga01,12.65,-0.33,2.76,2.45,0.7,4.3,5.0,11	
Garfield Smith\smithga01,8.25,-0.45,0.3,-0.15,-0.3,0.2,-0.1,2	
Garret Siler\silerga01,13.5,0.1,0.1,0.1,0.1,0.1,0.1,1	
Garrett Temple\templga01,9.11,0.06,0.91,0.97,1.0,1.7,2.7,7	
Garry Witts\wittsga01,9.5,0.4,0.6,1.1,0.4,0.6,1.1,1	
Garth Joseph\josepga01,-5.0,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Gary Alcorn\alcorga01,5.05,-1.05,0.4,-0.65,-0.2,0.2,0.0,2	
Gary Alexander\alexaga01,8.6,-0.1,0.1,0.0,-0.1,0.1,0.0,1	
Gary Bradds\braddga01,15.55,0.2,0.05,0.25,0.4,0.1,0.5,2	
Gary Brokaw\brokaga01,13.48,0.8,0.55,1.3,1.3,0.7,1.9,4	
Gary Forbes\forbega01,12.5,0.2,0.7,0.85,0.3,0.7,0.9,2	
Gary Freeman\freemga01,15.0,0.8,0.5,1.2,0.8,0.5,1.2,1	
Gary Garland\garlaga01,10.2,-0.2,0.7,0.5,-0.2,0.7,0.5,1	
Gary Grant\grantga01,14.08,-0.15,1.08,0.93,0.0,2.9,3.0,13	
Gary Gray\grayga01,5.4,-0.6,0.0,-0.5,-0.6,0.0,-0.5,1	
Gary Gregor\gregoga01,11.72,-0.18,0.68,0.52,0.8,0.6,1.4,5	
Gary Harris\harriga01,10.43,0.57,0.6,1.17,2.8,1.2,4.0,3	
Gary Hill\hillga01,6.05,-0.6,0.75,0.2,-0.9,1.4,0.6,2	
Gary Leonard\leonaga01,15.77,-0.03,0.07,0.03,0.1,0.0,0.1,3	
Gary Melchionni\melchga01,12.65,1.3,0.65,1.95,1.1,1.0,2.1,2	
Gary Neal\nealga01,12.65,0.9,0.9,1.82,2.1,1.4,3.5,6	
Gary Payton*\paytoga01,18.25,5.68,2.88,8.56,10.5,3.5,13.9,17	
Gary Phillips\phillga01,8.02,-1.08,1.52,0.46,-1.2,2.9,1.7,5	
Gary Plummer\plummga01,8.05,-0.45,0.55,0.1,-0.5,0.9,0.4,2	
Gary Suiter\suitega01,6.0,-0.3,0.1,-0.3,-0.3,0.1,-0.3,1	
Gary Trent\trentga01,15.42,1.38,1.22,2.6,2.9,2.6,5.5,9	
Gary Voce\vocega01,19.2,0.0,0.0,0.0,0.0,0.0,0.0,1	
Gary Zeller\zellega01,4.45,-1.05,0.3,-0.8,-1.1,0.4,-0.8,2	
Gaylon Nickerson\nickega01,12.9,0.1,0.0,0.1,0.1,0.0,0.1,1	
Geert Hammink\hammige01,16.87,0.0,0.0,0.0,0.0,0.0,0.0,3	
Gene Banks\banksge01,14.9,3.63,1.57,5.18,5.9,2.0,7.9,6	
Gene Conley\conlege01,10.15,-0.6,1.73,1.2,-0.5,3.2,2.8,4	
Gene Guarilia\guarige01,7.95,-0.2,0.47,0.33,-0.1,0.8,0.7,4	
Gene Short\shortge01,9.8,-0.3,0.2,-0.1,-0.3,0.2,-0.1,1	
Gene Shue\shuege01,12.56,2.66,1.6,4.26,6.3,2.1,8.5,5	
Gene Tormohlen\tormobu01,11.2,-0.25,0.63,0.38,0.5,0.9,1.4,6	
Gene Wiley\wileyge01,9.33,0.68,1.42,2.08,1.8,1.1,2.8,4	
Geno Carlisle\carlige01,18.1,0.1,0.0,0.1,0.1,0.0,0.1,1	
Geoff Crompton\crompge01,5.56,-0.16,0.14,0.0,0.1,0.1,0.2,5	
Geoff Huston\hustoge01,11.35,1.19,0.27,1.47,2.4,1.0,3.4,8	
Geoff Petrie\petrige01,15.67,3.42,0.93,4.35,4.1,2.1,6.2,6	
George Blaney\blanege01,7.8,-0.4,0.3,-0.1,-0.4,0.3,-0.1,1	
George Bon Salle\bonsage01,0.1,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
George Carter\cartege01,21.3,0.0,0.0,0.0,0.0,0.0,0.0,1	
George Gervin*\gervige01,21.47,7.03,1.77,8.82,9.2,2.7,12.0,10	
George Hill\hillge01,16.24,3.28,2.29,5.56,5.9,3.8,9.7,9	
George Johnson\johnsge01,8.07,-0.1,0.27,0.2,0.1,0.1,0.3,3	
George Johnson\johnsge02,12.03,0.08,2.45,2.53,1.3,3.8,5.0,13	
George Johnson\johnsge03,13.51,0.21,1.51,1.75,1.5,2.3,3.8,8	
George Karl\karlge01,6.45,-0.2,0.05,-0.1,-0.1,0.0,0.0,2	
George Lee\leege01,20.07,0.39,0.56,0.93,1.8,0.8,2.6,7	
George Lehmann\lehmage01,10.35,-0.3,0.3,0.0,-0.5,0.5,0.0,2	
George Lynch\lynchge01,12.54,0.82,1.87,2.68,2.3,4.2,6.5,12	
George McCloud\mccloge01,12.05,1.15,0.9,2.06,4.2,1.6,5.8,12	
George McGinnis\mcginge01,17.77,1.33,3.86,5.16,3.7,4.9,8.6,7	
George Patterson\pattege01,7.9,-0.4,0.5,0.1,-0.4,0.5,0.1,1	
George Reynolds\reynoge01,18.8,0.0,0.0,0.1,0.0,0.0,0.1,1	
George Thompson\thompge01,12.7,1.4,1.2,2.7,1.4,1.2,2.7,1	
George Trapp\trappge01,12.92,0.42,1.0,1.38,1.3,2.2,3.5,6	
George Wilson\wilsoge01,10.26,-0.64,0.71,0.07,0.1,1.3,1.4,7	
George Yardley*\yardlge01,18.2,6.9,2.1,9.0,6.9,2.1,9.0,1	
George Zidek\zidekge01,9.1,0.1,0.17,0.3,0.3,0.3,0.6,3	
Georges Niang\niangge01,-4.3,-0.4,0.0,-0.4,-0.4,0.0,-0.4,1	
Georgi Glouchkov\gloucge01,5.7,-1.4,0.9,-0.5,-1.4,0.9,-0.5,1	
Georgios Papagiannis\papagge01,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,1	
Gerald Brown\brownge02,7.3,-0.4,0.1,-0.3,-0.4,0.1,-0.3,1	
Gerald Fitch\fitchge01,10.2,-0.1,0.3,0.1,-0.1,0.3,0.1,1	
Gerald Glass\glassge01,12.9,-0.05,0.5,0.45,0.1,0.8,0.9,4	
Gerald Green\greenge01,12.03,0.56,0.83,1.38,4.2,1.9,6.1,10	
Gerald Henderson\hendege01,12.45,1.08,1.38,2.46,3.6,2.6,6.2,13	
Gerald Henderson\hendege02,12.96,0.99,1.11,2.12,1.3,2.3,3.6,8	
Gerald Madkins\madkige01,7.43,-0.03,0.13,0.13,0.1,0.2,0.3,3	
Gerald Paddio\paddige01,11.37,-0.3,0.33,0.03,0.2,0.4,0.6,3	
Gerald Wallace\wallage01,14.71,1.76,2.5,4.25,5.3,6.2,11.5,14	
Gerald Wilkins\wilkige01,10.18,1.0,1.61,2.61,4.2,2.6,6.8,13	
Gerard King\kingge02,12.37,0.6,0.4,1.0,1.4,0.9,2.3,3	
Gerry Ward\wardge01,3.83,-0.35,0.6,0.28,-0.3,1.2,1.0,4	
Gheorghe Muresan\muresgh01,-1.05,1.58,1.62,3.15,4.3,3.8,8.0,6	
Giannis Antetokounmpo\antetgi01,17.68,2.12,2.38,4.5,4.2,2.9,7.1,4	
Gil McGregor\mcgregi01,6.8,-0.6,0.2,-0.4,-0.6,0.2,-0.4,1	
Gilbert Arenas\arenagi01,17.93,3.48,1.19,4.65,11.0,2.6,13.6,11	
Glen Davis\davisgl01,12.3,0.38,1.95,2.33,0.6,4.3,4.9,8	
Glen Gondrezick\gondrgl01,13.75,1.37,1.3,2.65,2.6,1.0,3.6,6	
Glen Rice\ricegl01,14.89,4.25,1.67,5.91,9.6,1.2,10.8,15	
Glen Rice\ricegl02,1.5,-0.2,0.1,-0.1,-0.1,0.0,-0.1,2	
Glenn Hagan\hagangl01,18.1,0.1,0.0,0.1,0.1,0.0,0.1,1	
Glenn Hansen\hansegl01,3.37,0.0,0.37,0.37,0.0,0.8,0.8,3	
Glenn McDonald\mcdongl01,8.43,-0.2,0.57,0.37,0.0,1.2,1.1,3	
Glenn Mosley\moslegl01,6.4,-0.05,0.15,0.1,0.0,0.3,0.3,2	
Glenn Robinson\robingl01,17.49,1.86,1.75,3.61,4.2,2.5,6.7,11	
Glenn Robinson\robingl02,10.43,0.2,0.33,0.53,0.2,0.6,0.8,3	
God Shammgod\shammgo01,9.2,-0.3,0.1,-0.1,-0.3,0.1,-0.1,1	
Goo Kennedy\kennego01,7.8,0.1,0.1,0.3,0.1,0.1,0.3,1	
Goran Dragic\dragigo01,16.3,3.0,1.26,4.24,8.4,2.0,10.3,9	
Gordan Giricek\giricgo01,11.33,0.77,0.57,1.33,2.2,0.2,2.4,6	
Gordon Hayward\haywago01,17.31,3.47,1.61,5.07,5.5,3.4,8.9,7	
Gorgui Dieng\dienggo01,16.4,2.1,1.52,3.6,3.4,2.5,5.9,4	
Grady O'Malley\omallgr01,8.6,-0.4,0.1,-0.3,-0.4,0.1,-0.3,1	
Grant Gondrezick\gondrgr01,11.35,0.1,0.3,0.4,0.2,0.4,0.6,2	
Grant Hill\hillgr01,17.92,3.42,2.16,5.55,8.7,5.9,14.6,18	
Grant Jerrett\jerregr01,1.5,-0.2,0.1,-0.1,-0.2,0.1,-0.1,1	
Grant Long\longgr01,12.43,1.82,2.2,4.01,4.7,3.8,8.4,15	
Granville Waiters\waitegr01,6.56,-0.26,0.66,0.36,-0.1,1.5,1.3,5	
Greg Anderson\andergr01,12.1,0.17,1.7,1.86,0.4,3.1,3.4,10	
Greg Anthony\anthogr01,14.41,1.42,1.84,3.25,1.6,3.9,5.5,11	
Greg Ballard\ballagr01,14.55,2.19,2.72,4.9,4.1,5.3,9.4,11	
Greg Buckner\buckngr01,10.29,0.95,1.12,2.07,3.0,1.8,4.8,10	
Greg Bunch\bunchgr01,9.2,0.0,0.1,0.1,0.0,0.1,0.1,1	
Greg Butler\butlegr01,1.0,-0.17,0.03,-0.1,-0.2,0.0,-0.1,3	
Greg Deane\deanegr01,4.5,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Greg Dreiling\dreilgr01,7.48,-0.01,0.39,0.42,0.3,0.8,1.1,10	
Greg Fillmore\fillmgr01,4.9,-0.2,0.35,0.15,-0.1,0.6,0.6,2	
Greg Foster\fostegr01,9.0,-0.11,0.52,0.42,0.3,1.0,1.3,13	
Greg Graham\grahagr01,9.34,-0.1,0.34,0.28,0.3,0.4,0.8,5	
Greg Grant\grantgr01,9.57,-0.1,0.37,0.25,0.8,0.6,1.4,6	
Greg Griffin\griffgr01,6.8,-0.6,0.5,-0.1,-0.6,0.5,-0.1,1	
Greg Howard\howargr01,10.55,-0.2,0.5,0.3,-0.1,0.4,0.3,2	
Greg Hyder\hydergr01,8.7,0.3,0.9,1.1,0.3,0.9,1.1,1	
Greg Jackson\jacksgr01,7.6,-0.5,0.4,-0.1,-0.5,0.4,-0.1,1	
Greg Kelser\kelsegr01,13.67,0.43,1.02,1.45,1.7,2.1,3.9,6	
Greg Kite\kitegr01,5.11,-0.41,0.9,0.48,0.0,2.0,2.0,12	
Greg Lee\leegr01,12.8,0.0,0.0,0.0,0.0,0.0,0.0,1	
Greg Minor\minorgr01,12.68,1.06,0.58,1.64,2.3,0.7,3.0,5	
Greg Monroe\monrogr01,20.53,3.61,2.3,5.91,5.0,2.4,7.5,7	
Greg Oden\odengr01,17.87,1.37,1.1,2.43,2.6,2.0,4.6,3	
Greg Ostertag\ostergr01,12.79,0.99,2.1,3.07,2.6,3.3,5.9,11	
Greg Smith\smithgr01,8.07,1.24,1.55,2.8,3.8,2.9,6.8,8	
Greg Smith\smithgr02,12.04,0.74,0.36,1.08,2.8,1.2,4.0,5	
Greg Stiemsma\stiemgr01,10.4,0.2,1.3,1.5,0.6,2.2,2.7,4	
Greg Stokes\stokegr01,1.2,-0.05,0.2,0.15,0.1,0.4,0.5,2	
Greg Sutton\suttogr01,9.67,-0.23,0.57,0.3,0.0,0.8,0.8,3	
Greivis Vasquez\vasqugr01,11.19,1.11,0.7,1.81,3.0,0.7,3.8,7	
Guillermo Diaz\diazgu01,9.9,0.0,0.0,0.0,0.0,0.0,0.0,1	
Gundars Vetra\vetragu01,13.6,0.1,0.0,0.1,0.1,0.0,0.1,1	
Gus Bailey\bailegu01,10.1,-0.08,0.24,0.18,0.1,0.4,0.5,5	
Gus Gerard\gerargu01,13.16,0.18,0.88,1.06,0.5,1.4,1.9,5	
Gus Johnson*\johnsgu01,16.15,1.17,2.41,3.57,2.2,5.0,7.2,10	
Gus Williams\willigu01,17.65,3.14,3.04,6.18,7.2,4.4,11.6,11	
Gustavo Ayon\ayongu01,14.13,0.63,1.07,1.7,1.5,1.7,3.2,3	
Guy Morgan\morgagu01,9.9,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Guy Rodgers*\rodgegu01,13.31,-0.48,3.3,2.79,1.3,4.9,6.2,11	
Guy Rucker\ruckegu01,7.8,0.0,0.0,0.0,0.0,0.0,0.0,1	
Guy Sparrow\sparrgu01,3.8,-0.3,0.1,-0.2,-0.3,0.1,-0.2,1	
Guy Williams\willigu02,11.6,0.0,0.1,0.05,0.0,0.2,0.1,2	
Ha Seung-Jin\seungha01,4.7,-0.2,0.1,-0.1,-0.1,0.1,0.0,2	
Hakeem Olajuwon*\olajuha01,22.91,3.79,5.24,9.03,7.9,8.0,15.8,18	
Hakim Warrick\warriha01,14.59,1.68,0.88,2.55,3.0,1.7,4.7,8	
Hal Greer*\greerha01,15.33,4.41,2.61,7.01,6.9,4.3,11.2,14	
Hamady N'Diaye\ndiayha01,-1.63,-0.03,0.03,0.03,0.0,0.0,0.1,3	
Hamed Haddadi\haddaha01,14.62,-0.0,0.32,0.34,0.1,0.4,0.6,5	
Hank Finkel\finkeha01,11.68,0.4,1.09,1.5,1.0,2.4,3.4,9	
Hank McDowell\mcdowha01,10.15,0.1,0.23,0.33,0.3,0.4,0.7,6	
Hanno Mottola\mottoha01,7.95,-0.2,0.65,0.45,-0.3,0.8,0.5,2	
Happy Hairston\hairsha01,16.59,4.15,2.24,6.36,5.6,3.7,9.3,11	
Harold Ellis\ellisha01,16.57,0.97,0.57,1.53,2.0,0.8,2.8,3	
Harold Fox\foxha01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1	
Harold Jamison\jamisha01,10.25,0.15,0.1,0.25,0.4,0.1,0.5,2	
Harold Keeling\keeliha01,16.1,0.0,0.1,0.1,0.0,0.1,0.1,1	
Harold Miner\minerha01,11.1,0.57,0.45,1.05,1.9,0.7,2.7,4	
Harold Pressley\pressha01,13.48,1.1,1.4,2.5,2.7,2.1,4.8,4	
Harrison Barnes\barneha02,12.68,1.8,2.02,3.78,3.7,3.0,6.7,5	
Harry Barnes\barneha01,2.4,-0.5,0.1,-0.4,-0.5,0.1,-0.4,1	
Harry Davis\davisha01,8.2,0.05,0.1,0.15,0.1,0.2,0.3,2	
Harthorne Wingo\wingoha01,12.03,0.75,0.8,1.55,2.1,1.8,3.9,4	
Harvey Catchings\catchha01,9.79,-0.05,1.99,1.93,0.0,3.2,3.1,11	
Harvey Grant\grantha01,11.75,1.48,1.81,3.31,3.7,3.0,6.7,11	
Harvey Marlatt\marlaha01,8.23,-0.13,0.1,-0.07,0.0,0.1,0.1,3	
Hasheem Thabeet\thabeha01,8.84,0.24,0.74,0.96,0.7,1.5,2.2,5	
Hassan Adams\adamsha01,6.7,0.15,0.25,0.4,0.5,0.5,1.0,2	
Hassan Whiteside\whiteha01,14.58,1.78,1.9,3.72,5.0,5.3,10.3,5	
Hawkeye Whitney\whitnha02,9.7,0.05,0.65,0.7,0.5,1.0,1.5,2	
Haywoode Workman\workmha01,13.51,0.35,1.0,1.34,0.7,2.2,2.8,8	
Hedo Turkoglu\turkohe01,13.01,2.17,2.07,4.22,5.6,3.5,9.0,15	
Henry Akin\akinhe01,7.5,-0.8,0.15,-0.65,-0.7,0.1,-0.6,2	
Henry Bibby\bibbyhe01,12.78,1.22,1.51,2.73,2.9,1.7,4.7,9	
Henry Dickerson\dickehe01,6.55,-0.1,0.0,-0.1,0.0,0.0,0.0,2	
Henry Ellenson\ellenhe01,5.1,-0.1,0.0,0.0,-0.1,0.0,0.0,1	
Henry James\jameshe01,12.14,0.23,0.26,0.51,1.3,0.7,2.0,7	
Henry Sims\simshe01,18.42,0.52,0.62,1.15,0.5,1.5,2.1,4	
Henry Turner\turnehe02,13.4,-0.05,0.25,0.2,0.0,0.3,0.3,2	
Henry Walker\walkebi01,10.6,0.5,0.48,0.98,1.6,0.3,1.9,5	
Henry Ward\wardhe01,10.3,-0.2,0.1,-0.1,-0.2,0.1,-0.1,1	
Herb White\whitehe01,8.4,-0.1,0.1,0.1,-0.1,0.1,0.1,1	
Herb Williams\willihe01,12.0,-0.08,2.06,2.01,2.0,4.2,6.2,18	
Herm Gilliam\gillihe01,13.71,1.04,1.56,2.59,2.5,2.4,4.9,8	
Hersey Hawkins\hawkihe01,15.89,4.55,2.44,6.98,7.0,3.9,10.9,13	
Hilton Armstrong\armsthi01,10.55,-0.05,0.7,0.65,0.2,1.3,1.5,6	
Hiram Fuller\fullehi01,3.6,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Hollis Copeland\copelho01,9.25,0.25,0.45,0.65,0.5,0.8,1.2,2	
Hollis Thompson\thompho01,10.07,0.92,0.7,1.62,1.3,1.3,2.6,4	
Horace Grant\grantho01,15.49,4.06,2.89,6.94,9.1,5.0,14.1,17	
Horace Jenkins\jenkiho01,10.2,-0.1,0.2,0.0,-0.1,0.2,0.0,1	
Horace Walker\walkeho01,10.2,-0.7,0.9,0.3,-0.7,0.9,0.3,1	
Horacio Llamas Grey\llamaho01,9.55,-0.2,0.15,-0.05,-0.2,0.2,0.0,2	
Hot Rod Hundley\hundlho01,11.45,-0.85,1.98,1.07,-0.7,2.6,1.9,4	
Hot Rod Williams\williho01,14.75,2.58,2.84,5.43,6.0,3.2,9.2,13	
Howard Carter\carteho01,2.3,-0.05,0.05,0.0,0.3,0.1,0.4,2	
Howard Eisley\eisleho01,10.71,0.71,0.92,1.62,3.5,1.0,4.5,12	
Howard Komives\komivho01,10.4,-0.37,0.88,0.52,0.7,0.8,1.5,10	
Howard Nathan\nathaho01,11.3,-0.2,0.0,-0.1,-0.2,0.0,-0.1,1	
Howard Porter\porteho01,14.61,1.33,1.19,2.51,2.7,1.4,4.1,7	
Howard Wood\woodho01,12.0,0.2,0.1,0.3,0.2,0.1,0.3,1	
Howard Wright\wrighho02,18.7,-0.05,0.1,0.05,-0.1,0.2,0.1,2	
Howie Carl\carlho01,9.4,-0.7,0.2,-0.5,-0.7,0.2,-0.5,1	
Howie Jolliff\jolifho01,6.8,-0.47,0.7,0.23,-0.1,1.3,1.2,3	
Howie Montgomery\montgho01,9.9,-0.1,0.3,0.1,-0.1,0.3,0.1,1	
Hub Reed\reedhu01,9.65,0.75,0.52,1.28,2.4,0.5,2.8,6	
Hubert Davis\davishu01,10.08,1.63,0.68,2.31,4.0,1.6,5.6,12	
Hubie White\whitehu01,6.2,-0.55,0.15,-0.4,-0.4,0.2,-0.2,2	
Hutch Jones\joneshu01,2.3,0.0,0.0,0.0,0.1,0.0,0.1,2	
Ian Clark\clarkia01,11.07,0.15,0.3,0.45,0.3,0.6,0.9,4	
Ian Lockhart\lockhia01,76.3,0.0,0.0,0.0,0.0,0.0,0.0,1	
Ian Mahinmi\mahinia01,14.16,0.71,1.5,2.21,2.9,3.3,6.2,9	
Ibo Kutluay\kutluib01,-12.9,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Igor Rakocevic\rakocig01,8.4,0.0,0.1,0.1,0.0,0.1,0.1,1	
Ike Diogu\dioguik01,13.17,0.68,0.42,1.08,1.7,1.0,2.6,6	
Iman Shumpert\shumpim01,10.65,0.33,1.47,1.78,-0.1,2.5,2.4,6	
Ime Udoka\udokaim01,8.69,0.33,0.91,1.26,2.9,1.0,3.9,7	
Ira Bowman\bowmair01,12.97,0.03,0.0,0.07,0.1,0.0,0.1,3	
Ira Newble\newblir01,9.5,0.54,0.62,1.16,2.5,0.8,3.3,8	
Ira Terrell\terreir01,11.05,0.6,1.5,2.1,1.3,2.3,3.6,2	
Irv Kiffin\kiffiir01,3.7,-0.7,0.1,-0.6,-0.7,0.1,-0.6,1	
Irving Thomas\thomair01,7.3,-0.3,0.2,-0.1,-0.3,0.2,-0.1,1	
Isaac Austin\austiis01,12.14,-0.2,1.24,1.01,0.3,3.7,4.0,9	
Isaac Fontaine\fontais01,-0.9,-0.2,0.0,-0.2,-0.2,0.0,-0.2,1	
Isaiah Canaan\canaais01,10.5,0.47,0.47,0.9,0.8,0.7,1.4,4	
Isaiah Morris\morriis01,10.6,-0.1,0.1,0.0,-0.1,0.1,0.0,1	
Isaiah Rider\rideris01,14.66,1.48,1.04,2.54,3.2,2.5,5.8,9	
Isaiah Thomas\thomais02,20.37,5.1,0.87,5.97,7.2,2.5,9.7,6	
Isaiah Whitehead\whiteis01,6.1,-0.7,0.1,-0.6,-0.7,0.1,-0.6,1	
Isaiah Wilson\wilsois01,12.6,-0.5,0.1,-0.5,-0.5,0.1,-0.5,1	
Ish Smith\smithis01,11.89,-0.26,0.74,0.49,0.4,1.0,1.4,7	
Isiah Thomas*\thomais01,17.93,3.16,3.05,6.22,7.5,3.6,11.2,13	
Ivan Johnson\johnsiv01,15.0,0.55,1.7,2.25,0.6,1.7,2.3,2	
Ivan McFarlin\mcfariv01,12.2,0.1,0.0,0.1,0.1,0.0,0.1,1	
Ivano Newbill\newbiiv01,7.2,-0.27,0.57,0.37,-0.4,1.4,1.1,3	
Ivica Zubac\zubaciv01,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1	
J.J. Anderson\anderjj01,11.17,0.03,0.83,0.87,0.9,1.4,2.3,3	
J.J. Barea\bareajo01,13.73,0.93,0.73,1.65,1.9,1.4,3.2,11	
J.J. Hickson\hicksjj01,15.65,1.18,1.58,2.73,4.6,2.3,6.9,8	
J.J. O'Brien\obriejj01,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1	
J.J. Redick\redicjj01,14.45,2.95,0.99,3.94,5.3,1.4,6.7,11	
J.R. Bremer\bremejr01,9.45,0.55,0.75,1.25,1.8,1.2,3.0,2	
J.R. Giddens\giddejr01,17.6,-0.05,0.15,0.05,-0.1,0.3,0.1,2	
J.R. Henderson\hendejr01,9.0,-0.2,0.0,-0.2,-0.2,0.0,-0.2,1	
J.R. Reid\reidjr01,12.3,0.5,1.54,2.05,0.9,2.5,3.5,11	
J.R. Smith\smithjr01,14.33,1.87,1.58,3.46,4.0,2.7,6.7,13	
JaJuan Johnson\johnsja02,11.4,-0.3,0.5,0.2,-0.3,0.5,0.2,1	
JaKarr Sampson\sampsja02,8.85,-0.5,0.85,0.35,-0.5,1.1,0.6,2	
JaMychal Green\greenja01,13.93,0.67,1.0,1.67,1.2,1.4,2.6,3	
JaVale McGee\mcgeeja01,17.48,1.11,1.14,2.26,2.7,2.5,5.3,9	
Jabari Brown\brownja01,11.0,0.4,0.0,0.4,0.4,0.0,0.4,1	
Jabari Parker\parkeja01,15.97,1.3,0.97,2.23,2.4,1.2,3.6,3	
Jabari Smith\smithja01,11.35,-0.02,0.38,0.35,-0.3,1.0,0.7,4	
Jack Cooley\cooleja01,11.4,0.0,0.2,0.2,0.0,0.2,0.2,1	
Jack Foley\foleyja01,15.6,0.0,0.1,0.1,0.0,0.1,0.1,1	
Jack George\georgja01,9.85,0.35,0.35,0.7,0.9,0.6,1.5,2	
Jack Givens\givenja01,12.25,0.65,1.5,2.15,0.6,1.6,2.2,2	
Jack Haley\haleyja01,9.68,-0.06,0.37,0.32,0.9,1.3,2.2,9	
Jack Marin\marinja01,14.74,3.34,2.04,5.39,6.6,2.5,9.1,11	
Jack McMahon\mcmahja01,6.4,-0.2,0.2,0.0,-0.2,0.2,0.0,1	
Jack Sikma\sikmaja01,17.13,3.71,4.32,8.03,5.9,6.7,12.6,14	
Jack Turner\turneja02,8.7,-0.3,0.3,0.0,-0.3,0.3,0.0,1	
Jack Twyman*\twymaja01,16.87,5.33,0.93,6.26,9.4,0.1,9.6,7	
Jackie Butler\butleja01,38.23,0.23,0.27,0.47,0.7,0.6,1.2,3	
Jackie Dinkins\dinkija01,13.7,0.0,0.2,0.1,0.0,0.2,0.1,1	
Jackie Moreland\morelja01,12.34,0.6,1.0,1.6,1.2,1.3,2.6,5	
Jackie Ridgle\ridglja01,13.7,0.2,0.1,0.2,0.2,0.1,0.2,1	
Jackie Robinson\robinja01,12.9,0.03,0.07,0.1,0.1,0.0,0.2,3	
Jackson Vroman\vromaja01,7.75,-0.6,0.6,0.0,-0.3,0.4,0.1,2	
Jacky Dorsey\dorseja01,10.03,-0.13,0.17,0.1,0.0,0.1,0.2,3	
Jacque Vaughn\vaughja01,9.83,0.42,0.86,1.27,2.5,1.0,3.5,12	
Jae Crowder\crowdja01,13.58,1.6,1.68,3.28,3.8,3.5,7.3,5	
Jahidi White\whiteja01,12.59,0.49,0.99,1.5,1.5,1.8,3.3,7	
Jahlil Okafor\okafoja01,16.15,0.15,0.7,0.85,0.3,0.9,1.2,2	
Jake Ford\fordja01,14.7,0.3,0.05,0.35,0.5,0.1,0.6,2	
Jake Jones\jonesja01,8.6,-0.1,0.1,0.0,-0.1,0.1,0.0,1	
Jake Layman\laymaja01,11.3,0.0,0.1,0.1,0.0,0.1,0.1,1	
Jake Tsakalidis\tsakaja01,11.64,0.47,0.96,1.41,1.5,1.4,2.8,7	
Jake Voskuhl\voskuja01,9.16,0.62,0.64,1.3,2.3,1.0,3.3,9	
Jakob Poeltl\poeltja01,12.3,0.3,0.2,0.4,0.3,0.2,0.4,1	
Jalen Rose\roseja01,14.94,2.1,1.53,3.63,4.4,2.9,7.3,13	
Jamaal Franklin\frankja01,4.8,-0.1,0.1,0.0,0.0,0.0,0.0,2	
Jamaal Magloire\magloja01,11.37,0.68,1.64,2.31,3.9,3.7,7.6,12	
Jamaal Tinsley\tinslja01,12.1,-0.06,1.61,1.57,1.9,2.5,4.4,11	
Jamaal Wilkes*\wilkeja01,15.64,3.61,2.32,5.95,6.7,3.2,10.0,12	
Jamal Crawford\crawfja01,15.19,2.42,1.02,3.45,5.6,1.7,7.3,17	
Jamal Mashburn\mashbja01,15.38,2.02,1.93,3.97,5.4,3.6,9.0,11	
Jamal Murray\murraja01,11.0,0.2,0.3,0.4,0.2,0.3,0.4,1	
Jamal Robinson\robinja03,-1.9,-0.4,0.2,-0.2,-0.4,0.2,-0.2,1	
Jamal Sampson\sampsja01,14.14,0.1,0.18,0.26,0.1,0.4,0.5,5	
Jamario Moon\moonja01,10.88,1.16,1.7,2.86,2.1,3.6,5.7,5	
