Player,avg_PER,avg_OWS,avg_DWS,avg_WS,max_OWS,max_DWS,max_WS,NumOfSeasons
Jiri Welsch\welscji01,9.45,0.5,0.9,1.43,1.7,1.9,3.6,4	
Jo Jo English\englijo01,5.3,-0.23,0.27,0.0,0.0,0.2,0.1,3	
Jo Jo White*\whitejo01,13.67,1.7,2.8,4.48,4.4,3.6,8.0,12	
Joakim Noah\noahjo01,17.03,2.6,3.23,5.82,4.5,6.6,11.2,10	
Joao Vianna\viannjo01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1	
Joby Wright\wrighjo01,9.2,0.3,0.3,0.6,0.3,0.3,0.6,1	
Jodie Meeks\meeksjo01,13.64,1.73,0.94,2.66,3.2,1.9,5.1,8	
Joe Alexander\alexajo01,6.45,-0.15,0.35,0.2,-0.3,0.7,0.4,2	
Joe Arlauckas\arlaujo01,7.9,-0.1,0.1,-0.1,-0.1,0.1,-0.1,1	
Joe Barry Carroll\carrojo01,15.38,1.25,2.33,3.55,4.3,2.8,7.0,10	
Joe Binion\biniojo01,12.0,0.0,0.1,0.1,0.0,0.1,0.1,1	
Joe Bryant\bryanjo01,12.53,0.33,1.26,1.61,1.7,1.7,3.4,8	
Joe Buckhalter\buckhjo01,5.85,0.4,0.2,0.55,0.9,0.4,1.2,2	
Joe Caldwell\caldwjo01,14.42,2.22,1.8,3.98,6.6,1.3,7.9,6	
Joe Cooke\cookejo01,10.4,-0.6,0.2,-0.4,-0.6,0.2,-0.4,1	
Joe Cooper\coopejo01,8.3,0.0,0.13,0.1,-0.1,0.3,0.2,3	
Joe Courtney\courtjo01,8.25,-0.05,0.12,0.1,0.2,0.2,0.4,4	
Joe Crawford\crawfjo01,10.8,0.0,0.0,0.0,0.0,0.0,0.0,1	
Joe Crispin\crispjo01,17.1,0.3,0.1,0.4,0.3,0.1,0.4,1	
Joe Dumars*\dumarjo01,15.16,4.51,1.66,6.16,6.8,3.1,9.9,14	
Joe Ellis\ellisjo01,11.8,-1.01,1.61,0.64,-1.2,2.5,1.3,8	
Joe Graboski\grabojo01,11.5,-0.5,1.6,1.1,0.1,2.1,2.2,2	
Joe Harris\harrijo01,6.4,0.1,0.1,0.2,0.3,0.1,0.4,3	
Joe Hassett\hassejo01,12.05,0.7,0.35,1.07,1.4,0.6,2.0,6	
Joe Ingles\inglejo01,11.5,0.7,1.27,2.0,0.7,1.6,2.3,3	
Joe Johnson\johnsjo02,15.52,3.49,1.48,4.97,6.0,2.4,8.4,16	
Joe Kennedy\kennejo01,3.35,-0.4,0.3,-0.05,-0.1,0.6,0.5,2	
Joe Kleine\kleinjo01,9.55,0.37,0.91,1.27,1.7,1.3,3.1,15	
Joe Kopicki\kopicjo01,14.6,0.67,0.47,1.17,1.2,0.7,1.9,3	
Joe Meriweather\meriwjo01,12.47,1.26,1.52,2.76,2.9,1.9,4.8,10	
Joe Pace\pacejo01,15.1,0.1,0.4,0.5,0.3,0.6,0.9,2	
Joe Reaves\reavejo01,10.8,0.0,0.0,0.0,0.0,0.0,0.0,1	
Joe Roberts\roberjo01,10.1,-0.43,1.17,0.7,-0.2,2.2,1.9,3	
Joe Ruklick\ruklijo01,8.8,-0.4,0.4,-0.03,0.0,0.7,0.6,3	
Joe Smith\smithjo02,14.13,2.13,1.64,3.76,4.1,2.7,6.8,16	
Joe Stephens\stephjo01,10.3,-0.07,0.03,-0.03,0.0,0.0,0.0,3	
Joe Strawder\strawjo01,11.33,1.03,2.57,3.63,1.2,3.1,4.3,3	
Joe Thomas\thomajo01,4.3,-0.9,0.3,-0.6,-0.9,0.3,-0.6,1	
Joe Wolf\wolfjo01,5.88,-0.33,0.64,0.32,0.6,0.9,1.5,11	
Joe Young\youngjo01,12.05,-0.25,0.3,0.0,0.0,0.1,0.1,2	
Joel Anthony\anthojo01,10.36,0.56,1.11,1.68,1.2,2.2,3.4,9	
Joel Bolomboy\bolomjo01,24.8,0.0,0.1,0.1,0.0,0.1,0.1,1	
Joel Embiid\embiijo01,23.5,-0.1,0.7,0.6,-0.1,0.7,0.6,1	
Joel Freeland\freeljo01,10.93,0.37,0.67,1.07,0.6,0.9,1.6,3	
Joel Kramer\kramejo01,10.46,0.66,1.14,1.82,1.4,1.6,3.0,5	
Joel Przybilla\przybjo01,9.48,0.55,1.22,1.78,3.2,3.4,6.6,13	
Joey Dorsey\dorsejo01,12.8,0.15,0.53,0.7,0.4,1.5,1.9,4	
Joey Graham\grahajo01,10.6,0.68,0.62,1.32,1.7,1.3,3.0,6	
Joffrey Lauvergne\lauvejo01,13.5,0.57,0.5,1.07,1.6,0.7,2.3,3	
Johan Petro\petrojo01,10.25,-0.14,0.83,0.7,0.5,1.2,1.7,8	
John Amaechi\amaecjo01,6.7,-0.74,0.86,0.08,0.6,1.8,2.4,5	
John Arthurs\arthujo01,11.3,-0.1,0.1,0.0,-0.1,0.1,0.0,1	
John Bagley\baglejo01,11.33,0.25,1.25,1.51,2.3,2.3,4.6,11	
John Barnhill\barnhjo01,10.87,0.11,1.39,1.5,1.3,3.3,4.6,7	
John Battle\battljo01,13.1,1.22,0.56,1.78,3.4,0.6,4.0,10	
John Block\blockjo01,15.15,1.53,1.72,3.28,2.0,3.5,5.5,10	
John Brisker\briskjo01,16.37,1.03,0.43,1.5,1.7,0.6,2.3,3	
John Brown\brownjo01,10.81,1.34,0.99,2.33,3.0,1.2,4.2,7	
John Celestand\celesjo01,2.7,-0.4,0.2,-0.1,-0.4,0.2,-0.1,1	
John Coker\cokerjo01,14.7,0.03,0.03,0.03,0.1,0.1,0.1,3	
John Coughran\coughjo01,6.0,-0.4,0.1,-0.3,-0.4,0.1,-0.3,1	
John Crotty\crottjo01,12.19,0.71,0.37,1.1,1.6,0.8,2.4,11	
John Douglas\dougljo01,9.95,0.15,0.1,0.25,0.3,0.2,0.5,2	
John Drew\drewjo01,20.25,4.1,2.18,6.26,8.2,2.4,10.6,11	
John Duren\durenjo01,5.93,-0.47,0.2,-0.27,0.0,0.4,0.4,3	
John Edwards\edwarjo01,5.75,-0.05,0.1,0.05,0.1,0.1,0.2,2	
John Fairchild\faircjo01,3.9,-0.7,0.1,-0.6,-0.7,0.1,-0.6,1	
John Garris\garrijo01,18.5,0.6,0.3,0.9,0.6,0.3,0.9,1	
John Gianelli\gianejo01,11.05,1.21,1.64,2.88,2.7,2.7,5.5,8	
John Greig\greigjo01,19.9,0.1,0.0,0.1,0.1,0.0,0.1,1	
John Havlicek*\havlijo01,17.33,3.6,4.62,8.23,6.6,5.9,12.5,16	
John Henson\hensojo01,17.88,1.08,1.38,2.46,1.3,2.4,3.6,5	
John Hummer\hummejo01,9.08,0.07,0.75,0.8,1.3,1.9,3.2,6	
John Jenkins\jenkijo01,10.72,0.3,0.24,0.54,1.1,0.6,1.7,5	
John Johnson\johnsjo01,13.65,1.19,1.87,3.09,4.0,2.2,6.2,12	
John Kuester\kuestjo01,10.07,0.27,0.4,0.67,1.1,0.8,1.9,3	
John Lambert\lambejo01,10.61,0.11,0.9,0.99,0.4,1.5,1.8,7	
John Laskowski\laskojo01,10.55,-0.1,1.1,1.05,0.2,1.5,1.7,2	
John Long\longjo01,13.34,1.12,1.17,2.29,3.6,1.7,5.3,14	
John Lucas III\lucasjo02,9.51,0.15,0.26,0.42,1.2,1.0,2.2,8	
John Lucas\lucasjo01,15.81,2.41,1.41,3.84,4.7,3.2,7.9,14	
John McCullough\mcculjo01,30.7,0.1,0.0,0.1,0.1,0.0,0.1,1	
John Mengelt\mengejo01,12.59,2.02,0.75,2.8,3.1,0.9,4.0,10	
John Morton\mortojo01,9.27,-0.33,0.53,0.17,0.5,1.0,1.5,3	
John Olive\olivejo01,-4.75,-0.15,0.0,-0.15,-0.1,0.0,-0.1,2	
John Paxson\paxsojo01,11.65,2.36,0.95,3.3,4.4,1.6,6.0,11	
John Pinone\pinonjo01,7.8,0.0,0.1,0.1,0.0,0.1,0.1,1	
John Richter\richtjo01,8.1,-1.1,1.6,0.4,-1.1,1.6,0.4,1	
John Roche\rochejo01,9.93,1.18,0.17,1.35,3.5,0.7,4.2,4	
John Rudd\ruddjo01,8.2,0.1,0.5,0.6,0.1,0.5,0.6,1	
John Rudometkin\rudomjo01,12.57,0.07,0.23,0.33,1.5,0.0,1.6,3	
John Salley\sallejo01,12.26,1.56,2.2,3.77,3.0,3.1,6.2,11	
John Salmons\salmojo01,10.98,1.3,1.3,2.61,3.7,3.4,7.1,13	
John Schweitz\schwejo01,-7.25,-0.3,0.05,-0.25,-0.1,0.0,-0.1,2	
John Shasky\shaskjo01,8.77,0.43,0.4,0.83,1.2,0.7,1.9,3	
John Shumate\shumajo01,14.9,2.92,1.98,4.9,4.9,2.8,7.7,5	
John Starks\starkjo01,13.32,1.57,2.28,3.85,3.3,4.2,7.5,13	
John Stockton*\stockjo01,21.47,7.51,3.42,10.93,9.8,5.8,15.6,19	
John Stroeder\stroejo01,10.1,-0.2,0.15,-0.05,0.0,0.0,0.0,2	
John Stroud\stroujo01,6.4,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
John Thomas\thomajo02,8.36,0.32,0.34,0.64,1.2,0.4,1.5,5	
John Thompson*\thompjo01,12.3,0.1,0.95,1.05,0.1,1.7,1.8,2	
John Trapp\trappjo01,11.06,-0.06,1.3,1.22,0.1,3.2,3.3,5	
John Tresvant\tresvjo01,14.32,1.44,1.26,2.71,2.4,1.7,4.1,9	
John Tschogl\tschojo01,6.53,-0.43,0.37,-0.13,-0.5,0.6,0.1,3	
John Turner\turnejo01,7.8,-0.4,0.3,-0.1,-0.4,0.3,-0.1,1	
John Vallely\vallejo01,9.65,-0.45,0.2,-0.15,-0.3,0.3,0.1,2	
John Wall\walljo01,19.59,2.2,2.64,4.83,4.0,4.0,7.9,7	
John Wallace\wallajo01,13.36,0.23,0.7,0.91,0.1,1.4,1.6,7	
John Warren\warrejo01,11.28,0.28,0.54,0.84,0.8,0.8,1.7,5	
John Wetzel\wetzejo01,9.43,0.29,0.66,0.96,0.7,1.2,2.0,7	
John Williams\willijo02,13.26,0.72,1.77,2.49,3.3,3.5,6.9,8	
John Williamson\willijo01,13.02,1.46,1.2,2.68,3.0,2.0,5.1,5	
John Windsor\windsjo01,12.5,0.0,0.1,0.1,0.0,0.1,0.1,1	
Johnny Austin\austijo01,5.7,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Johnny Baum\baumjo01,7.7,-0.2,0.35,0.15,-0.3,0.7,0.4,2	
Johnny Cox\coxjo01,10.3,0.1,0.4,0.5,0.1,0.4,0.5,1	
Johnny Davis\davisjo01,14.32,2.52,1.37,3.87,4.1,1.6,5.7,10	
Johnny Dawkins\dawkijo01,15.27,1.62,0.8,2.42,4.2,2.2,6.4,9	
Johnny Egan\eganjo01,11.64,1.28,0.89,2.16,4.1,1.0,5.1,11	
Johnny Green\greenjo01,16.84,2.85,1.29,4.16,7.9,1.6,9.5,14	
Johnny High\highjo01,8.5,-0.78,1.95,1.17,-0.8,3.3,2.5,4	
Johnny Jones\jonesjo01,9.0,-1.3,0.7,-0.5,-1.3,0.7,-0.5,1	
Johnny McCarthy\mccarjo01,6.62,-1.05,1.45,0.4,-1.5,3.4,1.9,4	
Johnny Moore\moorejo01,14.64,1.69,1.67,3.34,3.7,3.5,7.2,9	
Johnny Neumann\neumajo01,9.25,-0.4,0.3,-0.05,-0.6,0.5,0.0,2	
Johnny Newman\newmajo01,12.49,2.26,0.88,3.13,4.9,1.8,6.7,16	
Johnny O'Bryant\obryajo01,5.6,-0.5,0.35,-0.1,-0.2,0.4,0.3,2	
Johnny Rogers\rogerjo01,9.0,0.05,0.2,0.2,0.2,0.2,0.4,2	
Johnny Taylor\taylojo01,6.7,-0.03,0.03,0.03,0.2,0.0,0.2,3	
Jon Barry\barryjo01,13.89,1.55,1.12,2.67,5.0,2.5,7.5,14	
Jon Brockman\brockjo01,9.53,0.63,0.57,1.23,0.8,1.0,1.9,3	
Jon Koncak\koncajo01,9.81,0.55,2.11,2.65,0.4,3.4,3.8,11	
Jon Leuer\leuerjo01,14.48,0.78,0.85,1.63,1.4,1.3,2.7,6	
Jon McGlocklin\mcglojo01,12.99,2.89,1.41,4.29,6.6,2.3,8.9,11	
Jon Sundvold\sundvjo01,12.06,0.66,0.33,0.99,2.7,0.3,3.0,9	
Jonas Jerebko\jerebjo01,13.41,1.49,1.06,2.56,2.9,1.5,4.4,7	
Jonas Valanciunas\valanjo01,18.66,3.52,2.04,5.54,5.8,2.4,8.2,5	
Jonathan Bender\bendejo01,12.22,0.02,0.45,0.49,0.8,1.3,2.0,8	
Jonathan Gibson\gibsojo01,10.0,-0.3,0.1,-0.2,-0.3,0.1,-0.2,1	
Jonathan Kerner\kernejo01,-15.2,0.0,0.0,0.0,0.0,0.0,0.0,1	
Jonathon Simmons\simmojo02,11.8,0.45,0.95,1.4,0.7,1.3,2.0,2	
Jonny Flynn\flynnjo01,10.43,-0.73,0.33,-0.37,-0.6,0.7,0.1,3	
Jordan Adams\adamsjo01,15.05,0.0,0.2,0.2,0.0,0.4,0.4,2	
Jordan Clarkson\clarkjo01,14.8,1.27,0.33,1.6,2.0,0.4,2.4,3	
Jordan Crawford\crawfjo02,13.6,0.25,1.07,1.3,1.5,1.4,2.8,4	
Jordan Farmar\farmajo01,13.28,0.6,0.78,1.39,2.1,1.8,3.9,10	
Jordan Hamilton\hamiljo02,12.84,0.2,0.42,0.6,0.4,1.1,1.6,5	
Jordan Hill\hilljo01,15.87,1.1,0.95,2.06,3.1,1.3,4.4,8	
Jordan McRae\mcraejo01,9.95,0.0,0.1,0.15,0.2,0.1,0.4,2	
Jordan Mickey\mickejo01,12.7,0.0,0.05,0.1,0.0,0.1,0.1,2	
Jordan Williams\willijo03,14.5,1.0,0.4,1.3,1.0,0.4,1.3,1	
Jorge Garbajosa\garbajo01,11.25,0.3,1.25,1.55,0.6,2.4,3.0,2	
Jorge Gutierrez\gutiejo01,12.93,0.13,0.17,0.27,0.2,0.1,0.3,3	
Jose Calderon\caldejo01,15.75,3.84,0.82,4.64,8.1,2.2,10.2,12	
Jose Ortiz\ortizjo01,12.05,-0.25,0.3,0.0,0.0,0.1,0.1,2	
Jose Slaughter\slaugjo01,10.5,-0.4,0.3,-0.1,-0.4,0.3,-0.1,1	
Joseph Forte\fortejo01,3.1,-0.3,0.1,-0.2,-0.2,0.1,-0.1,2	
Josh Akognon\akognjo01,15.3,0.0,0.0,0.0,0.0,0.0,0.0,1	
Josh Boone\boonejo01,14.1,1.1,1.15,2.25,1.9,1.8,3.7,4	
Josh Childress\childjo01,12.5,2.47,0.75,3.22,6.0,1.5,7.6,8	
Josh Davis\davisjo02,9.6,0.1,0.15,0.2,0.2,0.4,0.5,4	
Josh Grant\grantjo01,11.7,0.0,0.5,0.5,0.0,0.5,0.5,1	
Josh Harrellson\harrejo01,11.87,0.3,0.4,0.7,0.4,1.0,1.4,3	
Josh Howard\howarjo01,14.8,2.03,1.78,3.79,5.0,3.8,8.8,10	
Josh Huestis\huestjo01,6.7,0.0,0.1,0.0,0.0,0.1,0.0,1	
Josh McRoberts\mcrobjo01,13.02,0.89,0.91,1.82,3.5,3.0,6.5,10	
Josh Powell\poweljo01,8.09,-0.21,0.54,0.36,0.1,1.0,1.1,7	
Josh Richardson\richajo01,11.1,0.7,0.8,1.45,1.3,1.2,2.5,2	
Josh Selby\selbyjo01,1.7,-0.5,0.15,-0.35,-0.3,0.1,-0.2,2	
Josh Smith\smithjo03,17.0,0.75,3.52,4.27,4.2,5.1,9.3,12	
Jrue Holiday\holidjr01,16.43,1.16,1.72,2.89,2.2,3.5,5.7,8	
Juan Carlos Navarro\navarju01,11.9,1.0,0.4,1.4,1.0,0.4,1.4,1	
Juan Dixon\dixonju01,12.39,0.23,0.64,0.9,1.3,0.7,2.0,7	
Juan Hernangomez\hernaju01,12.7,0.4,0.2,0.6,0.4,0.2,0.6,1	
Juaquin Hawkins\hawkiju01,7.3,-0.3,0.7,0.4,-0.3,0.7,0.4,1	
Jud Buechler\buechju01,11.37,0.61,0.77,1.38,1.7,1.2,2.9,12	
Julian Wright\wrighju01,12.97,0.18,0.77,0.97,0.7,0.9,1.7,4	
Julius Erving*\ervinju01,21.77,5.65,4.03,9.65,7.8,6.1,13.8,11	
Julius Hodge\hodgeju01,9.1,-0.05,0.05,0.0,0.1,0.1,0.2,2	
Julius Nwosu\nwosuju01,6.8,-0.1,0.1,0.0,-0.1,0.1,0.0,1	
Julius Randle\randlju01,7.2,-0.03,0.77,0.73,-0.3,1.9,1.6,3	
Julyan Stone\stoneju01,10.33,0.1,0.1,0.23,0.2,0.2,0.4,3	
Jumaine Jones\jonesju01,11.04,0.93,0.96,1.89,2.8,0.8,3.7,8	
Junior Bridgeman\bridgju01,15.2,2.23,1.52,3.75,3.9,2.8,6.7,12	
Junior Burrough\burroju01,9.0,-0.6,0.4,-0.2,-0.6,0.4,-0.2,1	
Junior Harrington\harriju01,7.67,-1.33,1.03,-0.3,-0.4,0.2,-0.2,3	
Justin Anderson\anderju01,12.35,0.05,0.65,0.65,0.3,0.8,1.1,2	
Justin Dentmon\dentmju01,-7.3,-0.1,0.05,-0.05,0.0,0.0,0.0,2	
Justin Hamilton\hamilju01,12.57,0.47,0.27,0.7,1.0,0.5,1.5,3	
Justin Harper\harpeju01,4.3,-0.15,0.05,-0.15,0.0,0.0,0.0,2	
Justin Holiday\holidju01,10.1,-0.02,0.6,0.6,0.2,1.0,1.3,4	
Justin Reed\reedju01,9.3,-0.2,0.37,0.17,-0.4,0.8,0.4,3	
Justin Williams\williju01,15.25,0.3,0.3,0.55,0.6,0.4,0.9,2	
Justise Winslow\winslju01,8.5,-0.3,1.5,1.2,-0.2,2.7,2.5,2	
Justus Thigpen\thigpju01,14.2,-0.1,0.05,-0.05,0.0,0.0,0.0,2	
Jusuf Nurkic\nurkiju01,15.7,-0.27,1.1,0.83,-0.2,1.8,1.6,3	
Juwan Howard\howarju01,12.76,1.46,1.66,3.13,3.3,3.7,7.0,19	
K.C. Jones*\joneskc01,10.62,0.14,4.59,4.75,0.5,6.2,6.7,8	
K.J. McDaniels\mcdankj01,10.77,-0.23,0.6,0.37,-0.9,1.5,0.6,3	
Kalin Lucas\lucaska01,-0.7,0.0,0.0,0.0,0.0,0.0,0.0,1	
Kaniel Dickens\dickeka01,12.13,0.0,0.03,0.0,0.0,0.0,0.0,3	
Kannard Johnson\johnska01,-4.6,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Kareem Abdul-Jabbar*\abdulka01,24.08,8.95,4.72,13.67,18.3,7.1,25.4,20	
Kareem Rush\rushka01,8.17,-0.29,0.53,0.26,0.5,1.0,1.5,7	
Karl Malone*\malonka01,23.64,7.49,4.87,12.35,11.6,5.1,16.7,19	
Karl-Anthony Towns\townska01,22.15,3.6,1.75,5.4,5.4,2.8,8.3,2	
Kasib Powell\powelka01,9.0,-0.2,0.2,0.0,-0.2,0.2,0.0,1	
Kawhi Leonard\leonaka01,21.25,4.22,3.47,7.65,8.3,5.5,13.7,6	
Kay Felder\feldeka01,9.5,0.0,0.1,0.0,0.0,0.1,0.0,1	
Kebu Stewart\stewake01,14.0,0.1,0.2,0.2,0.1,0.2,0.2,1	
Kedrick Brown\brownke01,10.72,0.2,0.58,0.75,1.4,0.6,2.0,4	
Keith Appling\applike01,-4.8,-0.1,0.0,-0.1,-0.1,0.0,-0.1,1	
Keith Askins\askinke01,8.9,0.44,1.17,1.61,1.6,2.8,4.4,9	
Keith Benson\bensoke02,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1	
Keith Bogans\boganke01,9.09,0.68,1.19,1.86,2.6,2.3,4.9,11	
Keith Booth\boothke01,10.4,-0.7,0.3,-0.4,0.0,0.0,0.0,2	
Keith Closs\closske01,15.2,0.27,0.37,0.63,0.6,0.5,1.1,3	
Keith Edmonson\edmonke01,11.15,-0.05,0.25,0.2,0.5,0.2,0.7,2	
Keith Erickson\erickke01,11.85,0.58,1.53,2.1,2.9,1.1,4.1,12	
Keith Herron\herroke01,9.83,0.4,0.67,1.07,1.6,1.9,3.5,3	
Keith Jennings\jennike01,16.43,1.93,0.63,2.57,3.3,0.9,4.2,3	
Keith Langford\langfke01,-2.4,0.0,0.0,0.0,0.0,0.0,0.0,1	
Keith Lee\leeke01,12.2,0.0,1.23,1.27,0.5,1.4,1.9,3	
Keith McCord\mccorke01,7.9,0.0,0.0,0.0,0.0,0.0,0.0,1	
Keith McLeod\mcleoke01,9.32,-0.15,0.62,0.47,0.3,0.4,0.8,4	
Keith Owens\owenske01,10.3,-0.1,0.1,0.0,-0.1,0.1,0.0,1	
Keith Smart\smartke01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1	
Keith Smith\smithke03,6.0,-0.5,0.5,0.0,-0.5,0.5,0.0,1	
Keith Starr\starrke01,3.7,-0.2,0.0,-0.2,-0.2,0.0,-0.2,1	
Keith Tower\towerke01,1.85,-0.05,0.05,0.0,0.0,0.1,0.1,4	
Keith Van Horn\vanhoke01,16.61,2.64,2.01,4.63,3.9,2.6,6.5,9	
Kelenna Azubuike\azubuke01,11.6,1.42,0.44,1.86,3.6,0.5,4.1,5	
Kelly McCarty\mccarke01,31.7,0.0,0.0,0.0,0.0,0.0,0.0,1	
Kelly Olynyk\olynyke01,14.97,1.35,1.48,2.83,2.1,2.0,4.1,4	
Kelly Oubre\oubreke01,9.9,0.05,0.5,0.55,0.4,0.3,0.7,2	
Kelly Tripucka\tripuke01,15.72,2.95,1.5,4.44,5.6,1.9,7.5,10	
Kelvin Cato\catoke01,13.69,1.22,1.66,2.86,3.6,1.7,5.3,10	
Kelvin Ransey\ranseke01,14.7,1.67,1.33,2.98,1.8,2.0,3.8,6	
Kelvin Upshaw\upshake01,13.13,0.17,0.37,0.53,0.6,0.4,1.0,3	
Kemba Walker\walkeke02,18.63,2.55,2.03,4.6,6.3,3.6,9.9,6	
Ken Austin\austike01,5.6,0.0,0.0,0.0,0.0,0.0,0.0,1	
Ken Bannister\bannike01,10.2,-0.78,0.9,0.12,-1.3,2.0,0.7,5	
Ken Boyd\boydke01,25.3,0.0,0.0,0.1,0.0,0.0,0.1,1	
Ken Charles\charlke01,11.54,0.72,1.2,1.96,1.0,2.2,3.3,5	
Ken Durrett\durreke01,9.65,-0.03,0.17,0.15,0.3,0.2,0.5,4	
Ken Green\greenke01,19.3,0.1,0.1,0.3,0.1,0.1,0.3,1	
Ken Johnson\johnske01,9.3,0.0,0.8,0.8,0.0,0.8,0.8,1	
Ken Johnson\johnske03,6.1,-0.2,0.2,0.0,-0.2,0.2,0.0,1	
Ken Mayfield\mayfike01,7.3,-0.2,0.0,-0.2,-0.2,0.0,-0.2,1	
Ken Norman\normake01,13.25,0.87,1.84,2.71,2.7,2.5,5.2,10	
Ken Rohloff\rohloke01,-9.6,0.0,0.0,0.0,0.0,0.0,0.0,1	
Ken Wilburn\wilbuke01,13.05,-0.05,0.0,0.05,0.0,0.0,0.1,2	
Kendall Gill\gillke01,13.89,1.31,1.88,3.2,6.6,2.2,8.8,15	
Kendall Marshall\marshke01,9.88,-0.05,0.28,0.25,0.6,0.3,0.9,4	
Kendrick Perkins\perkike01,11.08,0.07,2.08,2.14,1.9,4.3,6.2,13	
Kennard Winchester\winchke01,12.27,0.03,0.37,0.4,-0.1,0.6,0.5,3	
Kenneth Faried\farieke01,19.9,3.38,1.92,5.3,4.5,3.4,7.8,6	
Kenny Anderson\anderke01,15.29,2.59,1.87,4.45,8.0,4.4,12.4,14	
Kenny Battle\battlke01,14.67,0.5,0.43,0.9,1.0,1.0,1.9,4	
Kenny Carr\carrke01,13.99,1.42,1.92,3.35,4.1,2.6,6.7,10	
Kenny Dennard\dennake01,8.77,0.0,0.47,0.5,0.3,0.8,1.1,3	
Kenny Fields\fieldke01,10.72,0.33,0.72,1.05,1.0,1.8,2.8,4	
Kenny Gattison\gattike01,10.54,0.83,1.04,1.89,2.5,1.9,4.5,9	
Kenny Green\greenke02,7.6,-0.4,0.25,-0.15,-0.4,0.4,0.0,2	
Kenny Higgs\higgske01,11.7,0.97,0.6,1.57,1.3,0.8,2.2,3	
Kenny McIntosh\mcintke01,6.2,-1.05,0.65,-0.38,-0.7,1.4,0.7,4	
Kenny Natt\nattke01,6.33,-0.17,0.07,-0.03,-0.1,0.1,0.1,3	
Kenny Payne\payneke01,11.07,-0.3,0.23,-0.02,-0.2,0.3,0.2,4	
Kenny Satterfield\satteke01,8.15,-0.95,0.4,-0.6,-0.5,0.3,-0.2,2	
Kenny Sears\searske01,15.95,3.77,0.78,4.58,7.6,1.2,8.8,4	
Kenny Smith\smithke01,14.65,3.29,1.4,4.69,6.2,2.8,9.0,10	
Kenny Thomas\thomake01,11.93,1.12,1.74,2.84,2.9,3.7,6.6,11	
Kenny Walker\walkeke01,11.1,1.49,1.09,2.54,2.5,2.3,4.7,7	
Kenny Williams\willike03,15.95,1.1,0.75,1.85,1.8,0.8,2.7,4	
Kent Bazemore\bazemke01,11.04,-0.36,1.54,1.22,0.3,3.8,4.1,5	
Kent Benson\bensoke01,13.65,1.18,1.89,3.05,3.5,2.9,6.4,11	
Kentavious Caldwell-Pope\caldwke01,12.0,1.43,1.6,3.0,2.6,2.7,5.3,4	
Kenton Edelin\edelike01,3.3,0.0,0.2,0.1,0.0,0.2,0.1,1	
Kenyon Martin\martike01,13.66,0.8,2.4,3.23,1.8,5.3,7.1,15	
Keon Clark\clarkke01,13.7,1.1,1.93,3.02,1.7,3.6,5.3,6	
Kermit Washington\washike01,14.78,1.91,1.71,3.59,5.2,4.0,9.1,10	
Kerry Kittles\kittlke01,15.28,3.31,2.3,5.62,6.2,2.2,8.4,8	
Kevin Brooks\brookke01,7.97,-0.27,0.27,-0.03,0.0,0.2,0.1,3	
Kevin Burleson\burleke01,5.1,-0.6,0.4,-0.2,-0.6,0.4,-0.2,1	
Kevin Duckworth\duckwke01,9.75,0.59,1.65,2.26,3.0,2.1,5.2,11	
Kevin Durant\duranke01,25.45,8.08,3.23,11.31,14.8,4.4,19.2,10	
Kevin Edwards\edwarke01,11.97,-0.15,1.32,1.15,2.5,2.6,5.1,11	
Kevin Gamble\gamblke01,12.34,2.23,1.1,3.33,6.0,2.3,8.3,10	
Kevin Garnett\garneke01,21.42,4.76,4.36,9.12,10.4,8.0,18.3,21	
Kevin Grevey\greveke01,12.26,1.32,1.36,2.64,3.4,2.4,5.8,10	
Kevin Henderson\hendeke01,6.05,-0.1,0.05,-0.1,0.0,0.0,0.0,2	
Kevin Johnson\johnske02,20.06,5.88,1.87,7.75,9.5,3.3,12.7,12	
Kevin Jones\joneske01,11.1,0.1,0.2,0.2,0.1,0.2,0.2,1	
Kevin Kunnert\kunneke01,13.39,1.11,1.33,2.44,3.0,2.1,5.1,9	
Kevin Loder\loderke01,11.1,0.2,0.63,0.83,0.4,1.1,1.5,3	
Kevin Loughery\loughke01,13.33,1.1,1.61,2.71,4.0,3.9,8.0,11	
Kevin Love\loveke01,21.84,5.24,2.29,7.56,10.6,3.7,14.3,9	
Kevin Lynch\lynchke01,7.65,-0.15,0.3,0.2,-0.3,0.4,0.2,2	
Kevin Martin\martike02,16.6,4.11,1.02,5.11,8.3,1.9,10.2,12	
Kevin McHale*\mchalke01,19.64,5.85,2.85,8.7,10.8,4.0,14.8,13	
Kevin McKenna\mckenke01,9.45,0.15,0.53,0.68,1.0,0.7,1.7,6	
Kevin Murphy\murphke01,-4.5,-0.3,0.0,-0.3,-0.3,0.0,-0.3,1	
Kevin Ollie\ollieke01,9.5,0.62,0.48,1.12,3.0,0.8,3.8,13	
Kevin Porter\porteke01,14.58,1.96,1.64,3.6,2.7,3.8,6.5,10	
